SO Description,CustCode,Dsg Ctg,Prod Ctg,PPC Delivery Period,Factory,Set Type,MS Qty,WS Qty,KT,Total Bag Bal,Bal To Prod Qty,Bal To Exp Qty,BalToMfg,CastBal
Mined Stone Brooch Order,CUST0007,RING,BRIDAL COLLECTION,W40-2026,F4,WS,0,11,10K,177,46,75,259,145
Natural Diamond Ring Order,CUST0038,EARRING,MODERN DESIGN,W09-2026,F1,MS,26,0,U18K,539,230,193,350,38
LGD Diamond Earring Set,CUST0030,NECKLACE,MODERN DESIGN,To Check,F3,WS/MS,12,11,14K92,719,485,178,22,37
Mined Diamond Bridal Set,CUST0054,BRACELET,CLASSIC COLLECTION,W34-2026,F3,WS,0,38,PT95,776,72,203,105,80
LGD Tennis Bracelet Order,CUST0094,PENDANT,EVERYDAY WEAR,To Check,F4,MS,30,0,BRASS,382,450,144,65,52
Natural Diamond Anklet,CUST0086,ANKLET,MODERN DESIGN,W36-2026,F2,MS,33,0,PT95,322,314,300,223,53
Natural Diamond Anklet,CUST0096,RING BRIDAL,MODERN DESIGN,W07-2026,F4,WS/MS,12,2,BRASS,818,311,3,236,21
Natural Stone Pendant,CUST0097,RING,BRIDAL COLLECTION,Overdue,F1,WS,0,17,09KPT,886,160,29,391,30
Mined Stone Earring Set,CUST0088,RING,MODERN DESIGN,W47-2026,F9,MS,24,0,10K,848,380,283,107,18
LGD Pendant Collection,CUST0027,RING BRIDAL,BRIDAL COLLECTION,W50-2026,F1,MS,11,0,U09K,512,241,43,248,4
LGD Diamond Necklace,CUST0048,BRACELET,CLASSIC COLLECTION,W51-2026,F9,WS,0,30,10K,223,345,11,36,170
LGD Diamond Earring Set,CUST0022,NECKLACE,BRIDAL COLLECTION,W29-2026,F4,WS,0,41,S925,996,1,222,354,23
Mined Stone Ring Collection,CUST0023,PENDANT,BRIDAL COLLECTION,Due,F3,MS,6,0,14K,948,474,116,127,92
Mined Stone Earring Set,CUST0091,RING BRIDAL,VINTAGE STYLE,W05-2026,F10,MS,41,0,09KPT,45,221,7,266,183
LGD Diamond Necklace,CUST0095,EARRING,MODERN DESIGN,Overdue,F9,MS,40,0,18K,615,405,283,111,103
Mined Stone Brooch Order,CUST0067,NECK PIECE,LUXURY LINE,W02-2026,F1,WS,0,6,14K,924,351,54,252,199
Natural Stone Pendant,CUST0003,RING BRIDAL,FINE JEWELRY,Overdue,F2,WS/MS,16,27,18K,229,324,220,98,185
LGD Halo Ring Order,CUST0027,RING BRIDAL,LUXURY LINE,Due,F4,WS/MS,8,3,S925,144,469,60,127,126
LGD Diamond Earring Set,CUST0061,RING,STATEMENT PIECES,W09-2026,F10,MS,31,0,14K,731,407,123,257,168
Natural Diamond Ring Order,CUST0092,PENDANT,BRIDAL COLLECTION,Overdue,F4,MS,40,0,09KPT,554,285,171,331,197
LGD Eternity Ring,CUST0026,BROOCH,STATEMENT PIECES,Due,F10,WS,0,45,14K92,850,238,276,18,94
Natural Stone Pendant,CUST0024,EARRING,FINE JEWELRY,W42-2026,F1,WS,0,35,18K,846,202,91,62,53
Mined Stone Brooch Order,CUST0033,EARRING,BRIDAL COLLECTION,W06-2026,F9,WS,0,40,U10K,875,252,115,264,120
Mined Diamond Bridal Set,CUST0034,EAR PARTY,MODERN DESIGN,W10-2026,F10,WS,0,50,U09K,290,180,233,154,20
LGD Diamond Ring Order,CUST0064,ANKLET,EVERYDAY WEAR,Due,F9,WS,0,34,10K,571,191,245,326,50
LGD Bridal Set Order,CUST0002,RING BRIDAL,BRIDAL COLLECTION,W28-2026,F1,WS,0,36,BRASS,751,19,61,119,129
Natural Diamond Bangle Order,CUST0055,EARRING,LUXURY LINE,W43-2026,F4,MS,5,0,10K,917,12,78,302,26
Mined Diamond Bridal Set,CUST0077,NECK PIECE,EVERYDAY WEAR,W46-2026,F9,WS,0,34,09K,986,220,48,81,10
LGD Pendant Collection,CUST0010,EARRING,EVERYDAY WEAR,W45-2026,F9,MS,45,0,U09K,422,223,36,57,123
LGD Solitaire Engagement Ring,CUST0075,BRACELET,LUXURY LINE,W29-2026,F3,MS,2,0,U14K,721,447,67,256,190
Mined Stone Brooch Order,CUST0027,RING,VINTAGE STYLE,Due,F1,WS/MS,30,25,09K92,457,253,146,177,2
LGD Diamond Earring Set,CUST0042,NECK PIECE,MODERN DESIGN,W49-2026,F9,WS,0,19,18K,204,469,20,209,73
Natural Diamond Bangle Order,CUST0073,RING,FINE JEWELRY,W22-2026,F4,MS,11,0,09K,641,421,79,129,2
Mined Stone Brooch Order,CUST0076,RING,VINTAGE STYLE,W50-2026,F9,MS,18,0,BRASS,83,274,133,356,42
Mined Stone Brooch Order,CUST0053,EARRING,STATEMENT PIECES,Due,F10,WS,0,41,U10K,884,275,215,74,179
Mined Stone Ring Collection,CUST0030,EARRING,MODERN DESIGN,Overdue,F3,WS,0,44,S925,449,488,24,317,187
LGD Diamond Necklace,CUST0038,EARRING,BRIDAL COLLECTION,W19-2026,F3,MS,39,0,14K,386,166,223,366,195
LGD Tennis Bracelet Order,CUST0052,RING BRIDAL,MODERN DESIGN,W42-2026,F1,WS,0,21,S930,181,142,277,298,43
LGD Tennis Bracelet Order,CUST0010,NECK PIECE,FASHION JEWELRY,W04-2026,F9,MS,4,0,09K,978,166,177,9,19
LGD Solitaire Engagement Ring,CUST0065,EARRING,STATEMENT PIECES,W23-2026,F9,WS,0,24,U18K,862,31,28,145,198
LGD Halo Ring Order,CUST0040,BANGLE,VINTAGE STYLE,W41-2026,F3,WS/MS,30,10,U09K,22,266,178,309,131
Natural Diamond Anklet,CUST0031,EARRING,MODERN DESIGN,W44-2026,F2,WS,0,36,U18K,687,119,191,104,120
LGD Diamond Ring Order,CUST0012,EARRING,EVERYDAY WEAR,W20-2026,F10,MS,23,0,09KPT,193,134,226,65,174
LGD Tennis Bracelet Order,CUST0083,ANKLET,MODERN DESIGN,Due,F2,MS,9,0,S928,483,3,27,175,131
LGD Tennis Bracelet Order,CUST0089,RING,LUXURY LINE,W40-2026,F3,WS/MS,12,13,18K,48,9,27,39,97
Natural Diamond Bangle Order,CUST0084,BANGLE,LUXURY LINE,W41-2026,F10,MS,1,0,S930,560,54,98,96,108
LGD Diamond Ring Order,CUST0077,RING,FASHION JEWELRY,Due,F1,MS,42,0,18K,356,450,293,379,41
LGD Diamond Earring Set,CUST0059,NECKLACE,BRIDAL COLLECTION,W38-2026,F2,MS,1,0,S930,849,495,134,198,164
Mined Stone Brooch Order,CUST0020,NECKLACE,MODERN DESIGN,Due,F1,WS/MS,20,10,S925,864,439,26,224,180
Natural Diamond Bracelet,CUST0041,RING BRIDAL,BRIDAL COLLECTION,W46-2026,F3,MS,23,0,14K,557,466,252,4,81
Natural Diamond Bracelet,CUST0057,RING BRIDAL,CLASSIC COLLECTION,W37-2026,F4,WS,0,47,S930,254,331,109,124,155
LGD Diamond Ring Order,CUST0040,BRACELET,EVERYDAY WEAR,W27-2026,F1,MS,21,0,PT95,303,31,247,121,135
Natural Diamond Anklet,CUST0006,RING BRIDAL,STATEMENT PIECES,Overdue,F9,WS/MS,10,6,BRASS,935,117,227,36,169
Mined Diamond Bridal Set,CUST0057,ANKLET,VINTAGE STYLE,Overdue,F4,MS,12,0,U10K,930,439,177,125,131
LGD Diamond Necklace,CUST0078,RING BRIDAL,EVERYDAY WEAR,Due,F1,WS,0,29,S930,236,23,100,354,141
Mined Diamond Bridal Set,CUST0001,NECKLACE,FASHION JEWELRY,W45-2026,F2,WS/MS,3,6,BRASS,709,4,137,273,104
Mined Stone Ring Collection,CUST0066,EAR PARTY,CLASSIC COLLECTION,W28-2026,F2,WS,0,43,10K92,726,282,75,250,143
Mined Stone Brooch Order,CUST0003,EARRING,EVERYDAY WEAR,W26-2026,F3,MS,23,0,PT95,865,146,78,113,75
Natural Diamond Anklet,CUST0068,EARRING,LUXURY LINE,W15-2026,F2,WS/MS,17,8,10K92,404,310,70,345,145
LGD Tennis Bracelet Order,CUST0008,PENDANT,FINE JEWELRY,W33-2026,F1,MS,20,0,U14K,645,416,42,64,93
LGD Eternity Ring,CUST0097,BANGLE,STATEMENT PIECES,W52-2026,F1,WS,0,11,BRASS,591,245,127,184,130
Mined Stone Ring Collection,CUST0028,NECK PIECE,FASHION JEWELRY,W24-2026,F2,WS,0,22,U09K,879,383,218,395,150
Mined Diamond Bridal Set,CUST0092,NECKLACE,MODERN DESIGN,W09-2026,F4,MS,15,0,PT95,462,80,201,222,115
Mined Diamond Bridal Set,CUST0072,RING,CLASSIC COLLECTION,W23-2026,F3,MS,36,0,18K,552,74,258,104,176
LGD Diamond Earring Set,CUST0072,BANGLE,BRIDAL COLLECTION,Due,F10,MS,33,0,09K92,38,26,286,226,60
Mined Diamond Necklace Order,CUST0027,EARRING,CLASSIC COLLECTION,W44-2026,F4,WS/MS,16,22,14K92,689,148,124,298,25
Natural Diamond Ring Order,CUST0025,RING,FASHION JEWELRY,Overdue,F4,WS/MS,17,19,U18K,311,329,249,382,195
LGD Diamond Ring Order,CUST0004,EARRING,VINTAGE STYLE,W03-2026,F9,WS,0,35,10K,873,39,198,138,110
Mined Stone Earring Set,CUST0045,BANGLE,MODERN DESIGN,W29-2026,F1,WS,0,42,S928,656,345,280,258,51
Natural Stone Pendant,CUST0060,RING,VINTAGE STYLE,To Check,F4,WS/MS,18,22,U10K,491,122,13,368,103
Mined Stone Brooch Order,CUST0046,RING BRIDAL,FINE JEWELRY,W06-2026,F4,MS,27,0,S930,853,285,272,97,62
Mined Stone Brooch Order,CUST0087,NECK PIECE,BRIDAL COLLECTION,W27-2026,F2,WS/MS,6,3,PT95,572,102,162,84,88
Natural Diamond Bangle Order,CUST0036,BANGLE,STATEMENT PIECES,W11-2026,F3,MS,45,0,10K,575,489,61,287,83
Natural Diamond Ring Order,CUST0074,EARRING,FASHION JEWELRY,Overdue,F3,WS,0,41,10K92,691,72,29,368,44
LGD Diamond Bangle,CUST0089,RING,VINTAGE STYLE,W25-2026,F4,MS,32,0,U18K,712,481,115,392,41
Natural Diamond Anklet,CUST0055,RING BRIDAL,CLASSIC COLLECTION,W35-2026,F1,MS,5,0,10K92,582,269,52,329,163
Mined Stone Brooch Order,CUST0014,EARRING,FINE JEWELRY,W52-2026,F1,WS/MS,15,2,S930,907,213,152,247,189
Mined Diamond Bridal Set,CUST0095,RING BRIDAL,BRIDAL COLLECTION,W22-2026,F3,WS/MS,22,5,10K92,633,499,78,382,82
LGD Tennis Bracelet Order,CUST0054,RING BRIDAL,CLASSIC COLLECTION,W41-2026,F1,WS,0,10,U09K,724,102,287,304,141
LGD Tennis Bracelet Order,CUST0008,BRACELET,STATEMENT PIECES,Due,F1,MS,32,0,U10K,250,114,103,198,117
Mined Stone Earring Set,CUST0094,EARRING,EVERYDAY WEAR,W34-2026,F2,MS,18,0,09K92,647,96,206,237,97
LGD Halo Ring Order,CUST0074,NECKLACE,FINE JEWELRY,W04-2026,F3,WS,0,22,09K,77,193,176,126,92
Mined Stone Earring Set,CUST0081,RING,VINTAGE STYLE,W37-2026,F3,WS,0,18,U18K,174,124,219,227,161
Natural Diamond Ring Order,CUST0089,PENDANT,BRIDAL COLLECTION,Due,F4,MS,33,0,PT95,118,494,51,207,130
Natural Diamond Ring Order,CUST0024,RING,FASHION JEWELRY,W21-2026,F2,WS/MS,8,29,09K,34,319,145,165,95
Mined Diamond Bridal Set,CUST0062,NECKLACE,FASHION JEWELRY,To Check,F3,WS/MS,5,21,10K92,548,173,83,246,88
LGD Pendant Collection,CUST0089,NECK PIECE,LUXURY LINE,W47-2026,F9,MS,12,0,PT95,759,154,84,157,174
Mined Stone Brooch Order,CUST0082,BANGLE,STATEMENT PIECES,W28-2026,F9,WS,0,6,U09K,676,333,273,57,70
Mined Stone Ring Collection,CUST0023,BRACELET,MODERN DESIGN,Overdue,F4,MS,23,0,S930,608,486,137,337,79
LGD Diamond Ring Order,CUST0007,RING BRIDAL,VINTAGE STYLE,W41-2026,F9,MS,7,0,S930,23,414,193,250,85
Natural Diamond Ring Order,CUST0062,RING,FINE JEWELRY,W19-2026,F3,MS,15,0,10K92,447,245,27,104,33
LGD Bridal Set Order,CUST0096,RING BRIDAL,LUXURY LINE,W28-2026,F4,WS,0,24,U14K,581,116,19,218,28
LGD Bridal Set Order,CUST0043,BANGLE,FASHION JEWELRY,W32-2026,F10,WS,0,23,U14K,378,87,40,106,133
Mined Stone Brooch Order,CUST0037,RING BRIDAL,CLASSIC COLLECTION,W01-2026,F9,WS,0,9,U09K,13,80,33,49,173
Natural Diamond Ring Order,CUST0061,BOLO BRACELET,BRIDAL COLLECTION,Due,F2,WS,0,41,18K,104,348,97,63,65
Mined Stone Ring Collection,CUST0011,BANGLE,VINTAGE STYLE,W05-2026,F1,WS/MS,12,22,S928,481,267,20,330,83
LGD Diamond Necklace,CUST0049,ANKLET,FINE JEWELRY,W30-2026,F2,MS,46,0,U09K,770,112,120,115,52
LGD Diamond Ring Order,CUST0018,ANKLET,STATEMENT PIECES,To Check,F2,WS,0,33,S925,888,70,258,98,182
LGD Pendant Collection,CUST0010,RING,MODERN DESIGN,Due,F2,MS,34,0,PT95,175,421,125,214,140
Natural Diamond Bangle Order,CUST0003,ANKLET,FASHION JEWELRY,W15-2026,F4,WS/MS,21,27,10K92,844,261,167,37,80
Mined Stone Ring Collection,CUST0015,RING,BRIDAL COLLECTION,W12-2026,F3,MS,20,0,14K,35,297,15,111,199
Mined Diamond Necklace Order,CUST0080,RING,MODERN DESIGN,Overdue,F9,MS,17,0,PT95,429,191,131,216,98
Mined Stone Brooch Order,CUST0028,RING,LUXURY LINE,To Check,F3,WS,0,4,10K,832,29,100,184,115
Natural Diamond Bangle Order,CUST0009,RING,LUXURY LINE,To Check,F2,WS,0,21,U14K,605,289,297,72,135
Natural Diamond Bangle Order,CUST0016,EARRING,MODERN DESIGN,W24-2026,F4,WS,0,13,14K,242,186,189,86,61
LGD Tennis Bracelet Order,CUST0007,RING,FASHION JEWELRY,Due,F3,MS,38,0,10K,969,205,254,334,108
LGD Bridal Set Order,CUST0036,RING,CLASSIC COLLECTION,Overdue,F9,MS,33,0,09K,72,454,94,297,72
Natural Diamond Bracelet,CUST0022,PENDANT,EVERYDAY WEAR,Due,F2,WS,0,10,S928,62,196,258,134,193
Mined Diamond Necklace Order,CUST0075,NECKLACE,STATEMENT PIECES,W26-2026,F10,MS,4,0,10K,418,368,145,239,60
LGD Tennis Bracelet Order,CUST0084,NECKLACE,VINTAGE STYLE,W10-2026,F3,WS,0,14,PT95,953,272,117,213,185
Mined Diamond Bridal Set,CUST0067,RING,FASHION JEWELRY,W28-2026,F3,MS,3,0,18K,56,294,166,67,193
Natural Diamond Bracelet,CUST0054,RING BRIDAL,FASHION JEWELRY,W45-2026,F10,WS/MS,16,14,BRASS,768,348,117,325,181
Natural Diamond Bracelet,CUST0083,NECK PIECE,VINTAGE STYLE,W47-2026,F1,MS,18,0,PT95,500,406,247,252,64
LGD Pendant Collection,CUST0081,NECK PIECE,BRIDAL COLLECTION,Due,F10,WS,0,43,09K92,883,491,76,244,21
LGD Bridal Set Order,CUST0050,ANKLET,LUXURY LINE,W21-2026,F2,WS,0,12,18K,89,377,142,333,35
Mined Diamond Necklace Order,CUST0067,BRACELET,STATEMENT PIECES,Overdue,F3,MS,11,0,09K,567,146,118,321,39
LGD Diamond Earring Set,CUST0075,EAR PARTY,FASHION JEWELRY,Due,F3,WS,0,45,U14K,650,34,49,130,199
Mined Diamond Necklace Order,CUST0065,EARRING,LUXURY LINE,Due,F9,MS,44,0,09KPT,205,177,268,5,128
LGD Bridal Set Order,CUST0038,NECK PIECE,EVERYDAY WEAR,Overdue,F10,WS,0,46,10K,561,126,123,266,145
Natural Diamond Bracelet,CUST0050,RING BRIDAL,LUXURY LINE,W36-2026,F1,MS,27,0,PT95,686,355,136,318,133
Natural Stone Pendant,CUST0003,BANGLE,VINTAGE STYLE,W31-2026,F4,WS,0,35,PT95,698,249,227,94,170
LGD Eternity Ring,CUST0099,EARRING,VINTAGE STYLE,Overdue,F2,MS,44,0,14K92,523,84,100,96,151
Natural Diamond Bracelet,CUST0045,RING BRIDAL,STATEMENT PIECES,W03-2026,F3,MS,34,0,S930,567,163,229,97,119
Mined Stone Brooch Order,CUST0034,RING,LUXURY LINE,Due,F3,WS/MS,13,16,18K,449,243,183,378,74
Natural Stone Pendant,CUST0026,RING,FINE JEWELRY,W07-2026,F9,WS,0,33,14K92,17,244,137,271,8
Natural Diamond Anklet,CUST0018,NECKLACE,LUXURY LINE,W15-2026,F1,WS/MS,25,21,S930,926,115,44,296,18
LGD Diamond Necklace,CUST0090,BROOCH,LUXURY LINE,Due,F9,WS,0,11,U14K,583,43,29,136,133
Natural Stone Pendant,CUST0027,BRACELET,MODERN DESIGN,W10-2026,F2,WS,0,5,14K,31,406,214,395,104
Natural Diamond Ring Order,CUST0024,ANKLET,LUXURY LINE,W37-2026,F9,WS/MS,4,19,U14K,946,482,190,395,12
Natural Diamond Anklet,CUST0058,RING,LUXURY LINE,W08-2026,F4,WS,0,33,10K,593,207,123,397,103
LGD Bridal Set Order,CUST0093,RING,FINE JEWELRY,W51-2026,F3,MS,29,0,S925,910,277,65,120,120
Mined Diamond Bridal Set,CUST0086,NECKLACE,VINTAGE STYLE,W47-2026,F10,WS/MS,13,21,PT95,532,274,38,159,142
Mined Diamond Necklace Order,CUST0022,RING,FINE JEWELRY,Due,F2,WS,0,18,09K92,620,338,202,285,198
LGD Pendant Collection,CUST0045,BANGLE,FASHION JEWELRY,Overdue,F2,WS,0,37,09K,44,79,206,90,85
Natural Diamond Bracelet,CUST0056,NECK PIECE,STATEMENT PIECES,W36-2026,F1,MS,21,0,10K,455,256,53,318,62
LGD Eternity Ring,CUST0059,RING,STATEMENT PIECES,W20-2026,F4,MS,8,0,10K,525,419,289,352,35
LGD Diamond Necklace,CUST0071,RING BRIDAL,LUXURY LINE,W45-2026,F10,WS/MS,2,16,U18K,9,58,57,241,164
Natural Diamond Bangle Order,CUST0064,NECK PIECE,BRIDAL COLLECTION,W52-2026,F9,MS,22,0,09K,528,396,72,190,150
LGD Halo Ring Order,CUST0046,BANGLE,VINTAGE STYLE,W01-2026,F9,WS,0,29,09KPT,740,276,230,195,99
LGD Diamond Bangle,CUST0063,EARRING,MODERN DESIGN,W33-2026,F1,MS,25,0,S925,433,404,258,139,120
LGD Diamond Bangle,CUST0039,RING,FASHION JEWELRY,Overdue,F1,WS,0,30,18K,673,89,41,156,83
Mined Diamond Necklace Order,CUST0076,RING,LUXURY LINE,W39-2026,F4,MS,24,0,09K,657,421,164,56,17
Mined Stone Earring Set,CUST0077,RING,BRIDAL COLLECTION,W20-2026,F9,MS,35,0,09K,307,391,133,63,163
Mined Stone Earring Set,CUST0091,RING,EVERYDAY WEAR,Overdue,F3,WS,0,12,S925,218,374,51,282,104
Natural Stone Pendant,CUST0010,BRACELET,EVERYDAY WEAR,W24-2026,F3,WS/MS,29,1,PT95,294,414,120,268,91
LGD Solitaire Engagement Ring,CUST0083,NECK PIECE,STATEMENT PIECES,W50-2026,F9,MS,33,0,18K,138,32,289,240,162
LGD Diamond Earring Set,CUST0095,BANGLE,STATEMENT PIECES,Overdue,F2,WS,0,33,10K92,320,80,205,139,5
LGD Halo Ring Order,CUST0010,RING,BRIDAL COLLECTION,W38-2026,F4,MS,8,0,BRASS,854,92,198,247,24
Natural Diamond Bangle Order,CUST0089,EARRING,LUXURY LINE,To Check,F10,MS,25,0,S930,536,57,224,341,90
Natural Diamond Ring Order,CUST0079,PENDANT,FASHION JEWELRY,W14-2026,F2,MS,11,0,U09K,295,43,88,265,88
Mined Diamond Necklace Order,CUST0039,BRACELET,CLASSIC COLLECTION,W09-2026,F9,WS,0,29,09KPT,324,431,7,73,32
LGD Pendant Collection,CUST0041,RING,STATEMENT PIECES,Due,F9,WS,0,38,10K92,280,151,253,97,190
Mined Diamond Bridal Set,CUST0043,BANGLE,FINE JEWELRY,W30-2026,F3,WS/MS,21,6,U10K,756,439,268,226,42
Mined Stone Brooch Order,CUST0002,BANGLE,FASHION JEWELRY,W47-2026,F2,MS,42,0,10K,773,247,84,119,31
Mined Diamond Bridal Set,CUST0028,RING,FINE JEWELRY,To Check,F4,WS/MS,18,14,U18K,773,346,14,392,16
Mined Diamond Bridal Set,CUST0032,EARRING,EVERYDAY WEAR,Due,F10,WS,0,33,U09K,554,472,240,126,106
LGD Diamond Bangle,CUST0025,RING,LUXURY LINE,W16-2026,F1,MS,37,0,U09K,269,265,113,141,100
Natural Diamond Bracelet,CUST0091,ANKLET,STATEMENT PIECES,Due,F10,MS,37,0,U18K,116,365,152,359,192
LGD Eternity Ring,CUST0019,EARRING,STATEMENT PIECES,W25-2026,F3,WS,0,46,PT95,972,240,278,180,82
LGD Diamond Necklace,CUST0047,RING,LUXURY LINE,W27-2026,F1,WS/MS,30,22,14K92,25,316,166,389,154
LGD Diamond Earring Set,CUST0032,NECKLACE,FINE JEWELRY,W04-2026,F10,WS,0,14,09K,189,103,142,129,159
LGD Bridal Set Order,CUST0091,RING,STATEMENT PIECES,To Check,F3,WS,0,18,S925,803,402,285,83,66
LGD Diamond Necklace,CUST0081,RING,LUXURY LINE,Overdue,F9,WS,0,49,S925,538,183,205,400,197
LGD Tennis Bracelet Order,CUST0006,RING BRIDAL,EVERYDAY WEAR,Due,F4,WS,0,16,S928,994,298,212,390,174
LGD Eternity Ring,CUST0014,RING BRIDAL,CLASSIC COLLECTION,Due,F9,WS/MS,29,13,09K92,791,173,86,296,53
Mined Stone Earring Set,CUST0071,BOLO BRACELET,MODERN DESIGN,Due,F2,WS,0,26,U10K,0,84,145,211,15
Mined Stone Earring Set,CUST0051,EARRING,CLASSIC COLLECTION,W46-2026,F4,WS/MS,2,24,10K,736,246,214,283,65
Mined Diamond Bridal Set,CUST0032,RING BRIDAL,EVERYDAY WEAR,Overdue,F1,MS,10,0,09KPT,511,337,231,210,187
Natural Diamond Ring Order,CUST0004,BRACELET,STATEMENT PIECES,W38-2026,F2,MS,29,0,09K92,773,152,94,212,15
Mined Stone Brooch Order,CUST0093,RING BRIDAL,BRIDAL COLLECTION,W06-2026,F10,WS/MS,11,25,09KPT,656,437,196,356,164
Mined Stone Ring Collection,CUST0096,EARRING,FINE JEWELRY,W02-2026,F1,MS,14,0,U14K,365,72,81,64,10
Mined Diamond Bridal Set,CUST0098,EARRING,EVERYDAY WEAR,Overdue,F4,WS/MS,14,30,09K,264,418,273,270,152
Natural Diamond Bracelet,CUST0032,RING,FASHION JEWELRY,W51-2026,F2,MS,47,0,09KPT,297,490,90,70,153
LGD Pendant Collection,CUST0040,RING,FINE JEWELRY,W23-2026,F4,MS,25,0,09K92,199,364,250,334,72
Natural Diamond Anklet,CUST0061,RING,MODERN DESIGN,Overdue,F3,WS,0,33,S930,807,276,180,328,192
LGD Diamond Earring Set,CUST0080,RING BRIDAL,STATEMENT PIECES,Due,F1,WS,0,45,S930,133,197,220,254,100
Mined Diamond Necklace Order,CUST0023,RING BRIDAL,EVERYDAY WEAR,W52-2026,F9,WS,0,11,U18K,377,2,189,193,23
LGD Halo Ring Order,CUST0012,BRACELET,STATEMENT PIECES,W15-2026,F3,WS,0,15,U09K,665,270,153,118,77
Natural Diamond Bracelet,CUST0006,NECKLACE,EVERYDAY WEAR,Due,F2,MS,7,0,PT95,116,195,95,161,176
LGD Bridal Set Order,CUST0007,NECKLACE,BRIDAL COLLECTION,Due,F2,WS/MS,17,28,10K92,436,201,130,178,52
Mined Diamond Bridal Set,CUST0081,NECKLACE,LUXURY LINE,W15-2026,F10,WS,0,46,U10K,789,497,173,41,155
Natural Diamond Bracelet,CUST0025,BRACELET,EVERYDAY WEAR,W34-2026,F3,MS,32,0,09KPT,786,73,143,78,50
Mined Stone Earring Set,CUST0039,BRACELET,STATEMENT PIECES,W01-2026,F10,WS,0,1,S928,371,76,134,329,106
LGD Diamond Earring Set,CUST0060,EARRING,STATEMENT PIECES,To Check,F9,MS,1,0,U18K,877,215,223,241,70
Mined Stone Earring Set,CUST0006,NECK PIECE,FINE JEWELRY,W47-2026,F9,WS,0,14,10K92,145,425,50,24,90
Mined Diamond Necklace Order,CUST0066,EARRING,VINTAGE STYLE,W30-2026,F4,WS/MS,29,9,BRASS,132,110,231,187,56
Mined Diamond Bridal Set,CUST0011,BRACELET,FASHION JEWELRY,W52-2026,F10,MS,17,0,10K,523,390,53,0,184
LGD Diamond Necklace,CUST0024,RING,MODERN DESIGN,W21-2026,F4,WS/MS,29,1,S925,614,413,101,283,32
Natural Diamond Bangle Order,CUST0010,BROOCH,MODERN DESIGN,Due,F4,WS,0,14,18K,758,453,20,372,156
Mined Stone Earring Set,CUST0011,NECKLACE,STATEMENT PIECES,W37-2026,F3,WS/MS,8,16,S925,915,60,60,297,158
Mined Diamond Bridal Set,CUST0001,RING,VINTAGE STYLE,W52-2026,F10,WS,0,45,S925,441,399,246,51,197
Mined Diamond Bridal Set,CUST0025,BOLO BRACELET,MODERN DESIGN,Due,F1,WS,0,40,10K,865,201,256,214,104
LGD Eternity Ring,CUST0035,RING,BRIDAL COLLECTION,W50-2026,F3,MS,1,0,S925,121,148,60,112,67
LGD Tennis Bracelet Order,CUST0066,NECK PIECE,FINE JEWELRY,W31-2026,F1,WS,0,21,S925,761,490,274,242,42
Mined Stone Brooch Order,CUST0026,NECKLACE,STATEMENT PIECES,W35-2026,F4,WS/MS,24,20,09K92,277,121,83,355,74
Natural Diamond Bracelet,CUST0022,NECK PIECE,FINE JEWELRY,W39-2026,F10,MS,27,0,S925,516,277,126,90,6
LGD Diamond Bangle,CUST0011,RING,STATEMENT PIECES,Due,F2,MS,12,0,10K92,135,434,109,312,62
LGD Diamond Ring Order,CUST0049,RING,VINTAGE STYLE,Due,F9,WS/MS,26,27,09KPT,818,292,283,119,25
LGD Pendant Collection,CUST0023,RING,MODERN DESIGN,W24-2026,F2,MS,23,0,09KPT,774,174,254,382,158
LGD Bridal Set Order,CUST0004,RING,LUXURY LINE,To Check,F1,WS,0,25,S928,969,246,234,306,159
Natural Diamond Bangle Order,CUST0085,BROOCH,MODERN DESIGN,To Check,F9,MS,27,0,BRASS,765,16,159,364,30
Natural Stone Pendant,CUST0091,RING BRIDAL,EVERYDAY WEAR,W38-2026,F9,WS,0,40,09K92,990,142,99,133,104
LGD Bridal Set Order,CUST0053,EARRING,STATEMENT PIECES,W13-2026,F1,WS,0,11,14K92,809,396,270,355,149
Natural Diamond Ring Order,CUST0081,PENDANT,CLASSIC COLLECTION,Due,F3,WS,0,10,U10K,183,5,141,232,106
Natural Diamond Anklet,CUST0023,BRACELET,LUXURY LINE,W12-2026,F3,MS,42,0,09KPT,944,432,165,14,147
Natural Diamond Anklet,CUST0071,RING BRIDAL,CLASSIC COLLECTION,W24-2026,F10,WS/MS,6,19,S925,355,495,237,33,67
LGD Diamond Ring Order,CUST0085,NECKLACE,FASHION JEWELRY,W09-2026,F10,WS,0,21,U18K,865,253,194,68,135
Natural Diamond Bracelet,CUST0096,BANGLE,STATEMENT PIECES,W20-2026,F10,WS,0,27,18K,73,326,133,182,111
Natural Diamond Anklet,CUST0065,ANKLET,LUXURY LINE,W46-2026,F9,MS,37,0,09K,566,496,166,46,155
Mined Diamond Necklace Order,CUST0030,NECKLACE,VINTAGE STYLE,W05-2026,F4,WS,0,2,09K92,280,59,197,321,131
Mined Stone Ring Collection,CUST0022,RING BRIDAL,FINE JEWELRY,Overdue,F2,MS,7,0,S925,692,234,89,112,130
Mined Diamond Bridal Set,CUST0018,RING BRIDAL,VINTAGE STYLE,W41-2026,F1,WS/MS,16,20,14K92,314,238,53,86,188
LGD Eternity Ring,CUST0100,RING,BRIDAL COLLECTION,W13-2026,F3,MS,38,0,S930,361,130,243,49,22
